dHydro_strain	Plot_devia_strain	X1	Y1	X2	Y2	X3	Y3
-0.00212192	0.644889	0.322444	0.55849	-0.644889	1.14162e-06	0.322442	-0.558491
-0.00213192	0.645991	0.322996	0.559445	-0.645991	1.14357e-06	0.322994	-0.559446
-0.00214192	0.647092	0.323546	0.560398	-0.647092	1.14552e-06	0.323544	-0.560399
-0.00215192	0.648191	0.324096	0.56135	-0.648191	1.14746e-06	0.324094	-0.561351
-0.00216192	0.649288	0.324644	0.5623	-0.649288	1.14941e-06	0.324642	-0.562301
-0.00217192	0.650384	0.325192	0.563249	-0.650384	1.15135e-06	0.32519	-0.56325
-0.00218192	0.651477	0.325738	0.564196	-0.651477	1.15328e-06	0.325736	-0.564197
-0.00219192	0.652569	0.326284	0.565141	-0.652569	1.15521e-06	0.326282	-0.565142
-0.00220192	0.653658	0.326829	0.566085	-0.653658	1.15714e-06	0.326827	-0.566086
-0.00221192	0.654746	0.327373	0.567027	-0.654746	1.15907e-06	0.327371	-0.567028
-0.00222192	0.655833	0.327916	0.567968	-0.655833	1.16099e-06	0.327914	-0.567969
-0.00223192	0.656917	0.328458	0.568907	-0.656917	1.16291e-06	0.328456	-0.568908
-0.00224192	0.658	0.329	0.569844	-0.658	1.16483e-06	0.328998	-0.569846
-0.00225192	0.65908	0.32954	0.57078	-0.65908	1.16674e-06	0.329538	-0.570782
-0.00226192	0.66016	0.33008	0.571715	-0.66016	1.16865e-06	0.330078	-0.571716
-0.00227192	0.661237	0.330618	0.572648	-0.661237	1.17056e-06	0.330616	-0.572649
-0.00228192	0.662312	0.331156	0.573579	-0.662312	1.17246e-06	0.331154	-0.573581
-0.00229192	0.663386	0.331693	0.574509	-0.663386	1.17436e-06	0.331691	-0.574511
-0.00230192	0.664458	0.332229	0.575438	-0.664458	1.17626e-06	0.332227	-0.575439
-0.00231192	0.665529	0.332764	0.576365	-0.665529	1.17816e-06	0.332762	-0.576366
-0.00232192	0.666597	0.333299	0.57729	-0.666597	1.18005e-06	0.333297	-0.577291
-0.00233192	0.667664	0.333832	0.578214	-0.667664	1.18194e-06	0.33383	-0.578215
-0.00234192	0.66873	0.334365	0.579137	-0.66873	1.18382e-06	0.334363	-0.579138
-0.00235192	0.669793	0.334897	0.580058	-0.669793	1.18571e-06	0.334895	-0.580059
-0.00236192	0.670855	0.335428	0.580978	-0.670855	1.18759e-06	0.335425	-0.580979
-0.00237192	0.671915	0.335958	0.581896	-0.671915	1.18946e-06	0.335956	-0.581897
-0.00238192	0.672974	0.336487	0.582812	-0.672974	1.19134e-06	0.336485	-0.582814
-0.00239192	0.674031	0.337015	0.583728	-0.674031	1.19321e-06	0.337013	-0.583729
-0.00240192	0.675086	0.337543	0.584642	-0.675086	1.19508e-06	0.337541	-0.584643
-0.00241192	0.67614	0.33807	0.585554	-0.67614	1.19694e-06	0.338068	-0.585555
-0.00242192	0.677192	0.338596	0.586465	-0.677192	1.1988e-06	0.338594	-0.586466
-0.00243192	0.678242	0.339121	0.587375	-0.678242	1.20066e-06	0.339119	-0.587376
-0.00244192	0.679291	0.339645	0.588283	-0.679291	1.20252e-06	0.339643	-0.588284
-0.00245192	0.680338	0.340169	0.58919	-0.680338	1.20437e-06	0.340167	-0.589191
-0.00246192	0.681383	0.340692	0.590095	-0.681383	1.20622e-06	0.34069	-0.590096
-0.00247192	0.682427	0.341214	0.590999	-0.682427	1.20807e-06	0.341211	-0.591
-0.00248192	0.683469	0.341735	0.591902	-0.683469	1.20992e-06	0.341733	-0.591903
-0.00249192	0.68451	0.342255	0.592803	-0.68451	1.21176e-06	0.342253	-0.592804
-0.00250192	0.685549	0.342775	0.593703	-0.685549	1.2136e-06	0.342773	-0.593704
-0.00251192	0.686587	0.343293	0.594602	-0.686587	1.21543e-06	0.343291	-0.594603
-0.00252192	0.687623	0.343811	0.595499	-0.687623	1.21727e-06	0.343809	-0.5955
-0.00253192	0.688657	0.344329	0.596395	-0.688657	1.2191e-06	0.344327	-0.596396
-0.00254192	0.68969	0.344845	0.597289	-0.68969	1.22093e-06	0.344843	-0.597291
-0.00255192	0.690722	0.345361	0.598183	-0.690722	1.22275e-06	0.345359	-0.598184
-0.00256192	0.691752	0.345876	0.599074	-0.691752	1.22458e-06	0.345874	-0.599076
-0.00257192	0.69278	0.34639	0.599965	-0.69278	1.2264e-06	0.346388	-0.599966
-0.00258192	0.693807	0.346903	0.600854	-0.693807	1.22822e-06	0.346901	-0.600855
-0.00259192	0.694832	0.347416	0.601742	-0.694832	1.23003e-06	0.347414	-0.601743
-0.00260192	0.695856	0.347928	0.602629	-0.695856	1.23184e-06	0.347926	-0.60263
-0.00261192	0.696878	0.348439	0.603514	-0.696878	1.23365e-06	0.348437	-0.603515
-0.00262192	0.697899	0.348949	0.604398	-0.697899	1.23546e-06	0.348947	-0.604399
-0.00263192	0.698918	0.349459	0.605281	-0.698918	1.23726e-06	0.349457	-0.605282
-0.00264192	0.699936	0.349968	0.606162	-0.699936	1.23907e-06	0.349966	-0.606164
-0.00265192	0.700952	0.350476	0.607043	-0.700952	1.24087e-06	0.350474	-0.607044
-0.00266192	0.701967	0.350984	0.607921	-0.701967	1.24266e-06	0.350981	-0.607923
-0.00267192	0.702981	0.35149	0.608799	-0.702981	1.24446e-06	0.351488	-0.6088
-0.00268192	0.703993	0.351996	0.609676	-0.703993	1.24625e-06	0.351994	-0.609677
-0.00269192	0.705003	0.352502	0.610551	-0.705003	1.24804e-06	0.352499	-0.610552
-0.00270192	0.706012	0.353006	0.611425	-0.706012	1.24982e-06	0.353004	-0.611426
-0.00271192	0.70702	0.35351	0.612297	-0.70702	1.25161e-06	0.353508	-0.612298
-0.00272192	0.708026	0.354013	0.613169	-0.708026	1.25339e-06	0.354011	-0.61317
-0.00273192	0.709031	0.354515	0.614039	-0.709031	1.25517e-06	0.354513	-0.61404
-0.00274192	0.710034	0.355017	0.614908	-0.710034	1.25694e-06	0.355015	-0.614909
-0.00275192	0.711036	0.355518	0.615775	-0.711036	1.25872e-06	0.355516	-0.615777
-0.00276192	0.712037	0.356018	0.616642	-0.712037	1.26049e-06	0.356016	-0.616643
-0.00277192	0.713036	0.356518	0.617507	-0.713036	1.26226e-06	0.356516	-0.617508
-0.00278192	0.714034	0.357017	0.618371	-0.714034	1.26402e-06	0.357015	-0.618373
-0.00279192	0.71503	0.357515	0.619234	-0.71503	1.26579e-06	0.357513	-0.619235
